year,name,rank,countrycode,networthusbillion,typeofwealth,gender,age,industry,companytype,relationshiptocompany
2014,Bruce Halle,281,USA,5,founder non-finance,male,83,Consumer,new,founder
2014,Bruce Karsh,869,USA,2,self-made finance,male,58,Private equity/leveraged buyout,new,founder
2001,Bruce Kovner,490,USA,1,self-made finance,male,55,Hedge funds,new,founder
2014,Bruce Kovner,305,USA,4.8,self-made finance,male,69,Hedge funds,new,founder
2001,Bruce McCaw,452,USA,1.1,founder non-finance,male,,Media,new,founder
2014,Bruce Nordstrom,1284,USA,1.3,inherited,male,80,"Retail, Restaurant",new,relation
2014,Brunello Cucinelli,1284,ITA,1.3,founder non-finance,male,60,Consumer,new,founder
2001,Bruno Schroder,174,GBR,2.7,inherited,male,68,Money Management,new,relation
2014,Bruno Schroder,256,GBR,5.5,inherited,male,81,Money Management,new,relation
2014,Bulat Utemuratov,796,KAZ,2.2,privatized and resources,male,56,Mining and metals,new,founder
2014,Bulent Eczacibasi,1154,TUR,1.5,inherited,male,64,Technology-Medical,new,relation
2014,C. Dean Metropoulos,1284,USA,1.3,self-made finance,male,67,Diversified financial,new,investor
2014,C. James Koch,1565,USA,1,founder non-finance,male,64,Consumer,new,founder
2014,Cai Dongqing,869,CHN,2,executive,male,44,Technology-Computer,new,chairman
2014,Cai Kui,764,CHN,2.3,self-made finance,male,51,Real Estate,new,founder
2001,Calisto Tanzi,387,ITA,1.3,founder non-finance,male,,Consumer,new,founder
2014,Cao Kejian,1092,CHN,1.6,privatized and resources,male,51,Non-consumer industrial,privatization,chairman
2014,Caprotti Bernardo,764,ITA,2.3,founder non-finance,male,88,"Retail, Restaurant",new,founder
2014,Carl Bennet,869,SWE,2,self-made finance,male,62,Diversified financial,new,investor
2001,Carl Berg,336,USA,1.5,self-made finance,male,63,Real Estate,aquired,owner
2014,Carl Ferdinand Oetker,1078,DEU,1.7,inherited,male,41,Consumer,new,relation
2001,Carl Icahn,109,USA,3.7,self-made finance,male,65,Private equity/leveraged buyout,new,founder
2014,Carl Icahn,25,USA,24.5,self-made finance,male,78,Diversified financial,new,founder
1996,Carl Lindner Jr,379,USA,1.1,founder non-finance,male,76,0,new,founder
1996,Carl Pohlad,423,USA,1,self-made finance,male,80,Money Management,aquired,owner
2001,Carl Pohlad,272,USA,1.8,self-made finance,male,85,Money Management,aquired,owner
2014,Carlo Benetton,580,ITA,2.9,founder non-finance,male,70,Consumer,new,founder
2001,Carlo De Benedetti,387,ITA,1.3,inherited,male,,Media,aquired,relation
2014,Carlo Fidani,869,CAN,2,inherited,male,59,Real Estate,new,relation
2014,Carlos Alberto Sicupira,146,BRA,8.9,founder non-finance,male,66,Consumer,aquired,founder
2014,Carlos and Alejandro Bulgheroni,256,ARG,5.5,inherited,male,,Energy,new,relation
1996,Carlos Ardila Lulle,298,COL,1.3,inherited,male,0,Consumer,aquired,relation
2014,Carlos Ardila Lulle,731,COL,2.4,inherited,male,83,Consumer,aquired,relation
2014,Carlos Francisco Ribeiro Jereissati,1284,BRA,1.3,self-made finance,male,67,Real Estate,new,founder
2014,Carlos Hank Rhon,869,MEX,2,privatized and resources,male,66,Money Management,new,founder
2014,Carlos Martins,1565,BRA,1,founder non-finance,male,57,Other,new,founder
2001,Carlos Peralta,336,MEX,1.5,inherited,male,49,Media,new,relation
2014,Carlos Rodriguez-Pastor,988,PER,1.8,privatized and resources,male,54,Money Management,privatization,owner
1996,Carlos Slim Helu,18,MEX,6.1,privatized and resources,male,56,Media,privatization,founder
2001,Carlos Slim Helu,25,MEX,10.8,privatized and resources,male,61,Media,privatization,founder
2014,Carlos Slim Helu,2,MEX,72,privatized and resources,male,74,Media,privatization,founder
2014,Carol Jenkins Barnett,1372,USA,1.2,inherited,female,57,"Retail, Restaurant",new,relation
2014,Carrie Perrodo,122,FRA,10,inherited,female,63,Other,new,relation
2014,Catherine Lozick,869,USA,2,inherited,female,69,Non-consumer industrial,new,relation
2014,Cesar Mata Pires,1143,BRA,1.6,privatized and resources,male,,Constrution,new,founder
1996,Chaijudh Karnasuta,212,THA,1.9,privatized and resources,male,0,Constrution,new,founder
2014,Chairul Tanjung,375,IDN,4,privatized and resources,male,51,Diversified financial,new,founder
2014,Chan Laiwa,234,CHN,6,self-made finance,female,73,Real Estate,new,founder
2014,Chanchai Ruayrungruang,869,CHN,2,founder non-finance,male,60,Consumer,new,founder
2014,Chandru Raheja,931,IND,1.9,self-made finance,male,73,Real Estate,new,founder
2014,Chang Pyung-Soon,1565,KOR,1,founder non-finance,male,63,Other,new,founder
1996,Chang Yung Fa,366,Taiwan,1.1,founder non-finance,male,69,Other,new,founder
2014,Chang Yung Fa,1154,Taiwan,1.5,founder non-finance,male,86,Other,new,founder
1996,Chao Kuang-Piu,391,HKG,1,founder non-finance,male,0,Consumer,new,founder
2014,Chao Teng-Hsiung,988,Taiwan,1.8,self-made finance,male,70,Real Estate,new,founder
2014,Charlene de Carvalho-Heineken,113,NLD,10.4,inherited,female,59,Consumer,new,relation
2014,Charles Brandes,1465,USA,1.1,self-made finance,male,71,Money Management,new,founder
1996,Charles Bronfman,117,CAN,2.6,inherited,male,64,Consumer,new,relation
2001,Charles Bronfman,124,CAN,3.4,inherited,male,69,Consumer,new,relation
2014,Charles Bronfman,828,CAN,2.1,inherited,male,82,Consumer,new,relation
2001,Charles Butt,272,USA,1.8,inherited,male,62,"Retail, Restaurant",new,relation
2014,Charles Butt,121,USA,10.1,inherited,male,76,"Retail, Restaurant",new,relation
2014,Charles Cadogan,196,GBR,6.9,inherited,male,76,Real Estate,new,relation
2001,Charles Dolan,167,USA,2.8,founder non-finance,male,74,Media,new,founder
2014,Charles Dolan,408,USA,3.7,founder non-finance,male,87,Media,new,founder
2014,Charles Dunstone,687,GBR,2.5,founder non-finance,male,50,Consumer,new,founder
2001,Charles Ergen,35,USA,8.8,founder non-finance,male,48,Media,new,founder
2014,Charles Ergen,65,USA,15,founder non-finance,male,61,Media,new,founder
1996,Charles Gates Jr,381,USA,1.1,inherited,male,74,Mining and metals,aquired,relation
2001,Charles Johnson,222,USA,2.1,inherited,male,68,Money Management,new,relation
2014,Charles Johnson,177,USA,7.5,inherited,male,81,Money Management,new,relation
1996,Charles Koch,202,USA,2,inherited,male,60,Energy,new,relation
2001,Charles Koch,138,USA,3.2,inherited,male,65,Energy,new,relation
2014,Charles Koch,6,USA,40,inherited,male,78,Diversified financial,new,relation
2001,Charles Munger,387,USA,1.3,executive,male,76,Consumer,new,vice-chairman
2014,Charles Munger,1465,USA,1.1,executive,male,90,Consumer,aquired,vice-chairman
1996,Charles Schwab,377,USA,1.1,self-made finance,male,58,Money Management,new,founder
2001,Charles Schwab,47,USA,6.3,self-made finance,male,63,Money Management,new,founder
2014,Charles Schwab,240,USA,5.8,self-made finance,male,76,Money Management,new,founder
2001,Charles Simonyi,490,USA,1,executive,male,53,Technology-Computer,new,head of Microsoft's application software group
2014,Charles Simonyi,1284,USA,1.3,executive,male,66,Technology-Computer,new,head of Microsoft's application software group
2014,Charles Zegar,1284,USA,1.3,founder non-finance,male,66,Media, new,founder
1996,Charlotte Colket Weber,369,USA,1.1,inherited,female,35,Consumer,aquired,relation
2001,Charlotte Colket Weber,452,USA,1.1,inherited,female,50,Consumer,aquired,relation
2014,Charlotte Colket Weber,1284,USA,1.3,inherited,female,71,Consumer,aquired,relation
2014,Charoen Sirivadhanabhakdi,141,THA,9,privatized and resources,male,69,Consumer,privatization,founder
2014,"Chase Coleman, III.",1092,USA,1.6,self-made finance,male,38,Hedge funds,new,founder
1996,Chatri Sophonpanich,92,THA,3.1,inherited,male,0,Money Management,new,relation
2014,Che Fengsheng,988,CHN,1.8,founder non-finance,male,51,Technology-Medical,new,founder
2014,Chee Chen Tung,609,HKG,2.8,inherited,male,72,Other,new,relation
2014,Chen Bang,1284,CHN,1.3,self-made finance,male,48,Real Estate,new,founder
1996,Chen Din Hwa,304,HKG,1.3,self-made finance,male,73,Real Estate,new,founder
2001,Chen Din Hwa,312,HKG,1.6,self-made finance,male,78,Real Estate,new,founder
2014,Chen Fashu,764,CHN,2.3,self-made finance,male,53,Diversified financial,new,investor
2014,Chen Jianhua,1210,CHN,1.4,executive,male,43,Non-consumer industrial,new,chairman
2014,Chen Jinxia,988,CHN,1.8,inherited,female,45,Diversified financial,new,relation
2014,Chen Lip Keong,1356,MYS,1.3,privatized and resources,male,66,Real Estate,new,founder
2014,Chen Miaolin,1540,CHN,1.1,self-made finance,male,61,Real Estate,,founder
2014,Chen Tianqiao,1154,CHN,1.5,founder non-finance,male,41,Technology-Computer,new,founder
2014,Chen Yung-Tai,1154,Taiwan,1.5,self-made finance,male,78,Real Estate,new,founder
2014,Chen Zemin,1540,CHN,1.1,founder non-finance,male,71,Consumer,new,founder
1996,Cheng Yu-tung,24,HKG,5.5,inherited,male,70,Real Estate,new,relation
2001,Cheng Yu-tung,174,HKG,2.7,inherited,male,75,Real Estate,new,relation
2014,Cheng Yu-tung,54,HKG,16.2,inherited,male,88,Diversified financial,new,relation
2014,Cheung Yan,1540,CHN,1.1,founder non-finance,female,57,Consumer,new,founder
1996,Chey Jong-hyon,110,KOR,2.8,self-made finance,male,0,Diversified financial,aquired,founder
2001,Chey Tae-Won,490,KOR,1,inherited,male,40,Consumer,new,chariman
2014,Chey Tae-Won,687,KOR,2.5,inherited,male,53,Consumer,new,chariman
2014,Chip Wilson,796,CAN,2.2,founder non-finance,male,57,Consumer,new,founder
2014,Cho Tak Wong,1372,HKG,1.2,executive,male,67,Consumer,new,CEO
2014,Cho Yang-Rai,1372,KOR,1.2,inherited,male,76,Consumer,new,relation
2014,Choo Chong Ngen,1465,SGP,1.1,self-made finance,male,62,Real Estate,new,founder
2014,Christian Oetker,1078,DEU,1.7,inherited,male,65,Consumer,new,relation
2014,Christoffel Wiese,506,ZAF,3.2,executive,male,72,"Retail, Restaurant",aquired,Exectuitve Director
2001,Christoph Blocher,336,CHE,1.5,executive,male,,Non-consumer industrial,new,Chairman and Chief Executive Officer
2014,Christoph Henkel,1143,DEU,1.6,inherited,male,,Consumer,new,relation
2014,Christopher Burch,1565,USA,1,founder non-finance,male,60,Consumer,new,founder
2014,Christopher Cline,1210,USA,1.4,privatized and resources,male,56,Mining and metals,new,founder
2001,Christopher Goldsbury,452,USA,1.1,inherited,male,58,Consumer,new,relation
2014,Christopher Goldsbury,1210,USA,1.4,inherited,male,71,Consumer,new,relation
2014,Christopher Hohn,1540,GBR,1.1,self-made finance,male,47,Hedge funds,new,founder
2014,Christy Walton,9,USA,36.7,inherited,female,59,"Retail, Restaurant", new,relation
2014,Chu Lam Yiu,988,HKG,1.8,founder non-finance,female,44,Consumer,new,founder and chairwoman
2014,Chu Mang Yee,1284,CHN,1.3,self-made finance,male,54,Real Estate,new,chairman
2014,Chung Eui-Sun,466,KOR,3.4,inherited,male,43,Consumer,new,relation/vice chairman
1996,Chung Ju-yung,20,KOR,5.9,self-made finance,male,0,Diversified financial,new,founder
2014,Chung Mong-Joon,1046,KOR,1.7,inherited,male,62,Consumer,new,relation
2014,Chung Mong-Koo,202,KOR,6.8,inherited,male,75,Consumer,new,relation
2014,Chung Yong-Jin,1356,KOR,1.3,inherited,male,45,"Retail, Restaurant",subsidiary,relation
1996,Ciputra,152,IDN,2.3,self-made finance,male,0,Real Estate,new,founder
2014,Ciputra,1284,IDN,1.3,self-made finance,male,82,Real Estate,new,founder
2014,Claude Dauphin,1372,FRA,1.2,privatized and resources,male,63,Mining and metals,new,founder
2001,Clayton Mathile,292,USA,1.7,executive,male,60,Consumer,new,former CEO
2014,Clayton Mathile,869,USA,2,executive,male,73,Consumer,new,former CEO
2014,Clayton Riddell,483,CAN,3.3,privatized and resources,male,76,Energy,new,founder
2014,Clement Fayat,1210,FRA,1.4,founder non-finance,male,82,Constrution,new,founder
2001,Clemmie Spangler Jr,292,USA,1.7,inherited,male,68,Money Management,new,relation
2014,"Clemmie Spangler, Jr.",764,USA,2.3,inherited,male,81,Diversified financial,new,relation
2014,Clive Calder,687,GBR,2.5,founder non-finance,male,67,Media,new,founder
1996,Conle famle,328,DEU,1.2,,,0,"Retail, Restaurant",,,,,,,,,,,,,,
1996,Craig McCaw,317,USA,1.3,founder non-finance,male,46,Media,new,founder
2001,Craig McCaw,116,USA,3.5,founder non-finance,male,51,Media,new,founder
2014,Craig McCaw,988,USA,1.8,founder non-finance,male,64,Media,new,founder
2014,Cristina Green,663,GBR,2.6,executive,female,,"Retail, Restaurant",aquired,owner
1996,Curt Engelhorn,68,DEU,3.6,inherited,male,69,Technology-Medical,new,relation
2001,Curt Engelhorn,60,DEU,5.4,inherited,male,74,Technology-Medical,new,relation
2014,Curt Engelhorn,375,DEU,4,inherited,male,87,Technology-Medical,new,relation
1996,Curtis LeRoy Carlson,376,USA,1.1,founder non-finance,male,0,"Retail, Restaurant",new,founder
2014,Cyrus Poonawalla,295,IND,4.9,founder non-finance,male,72,Technology-Medical,new,founder
2014,D. Leopoldo Del Pino y Calvo-Sotelo,1092,ESP,1.6,inherited,male,52,Constrution,new,relation
2014,Dagmar Dolby,642,USA,2.7,inherited,female,72,Technology-Computer,new,relation
2014,Daisy Igel,1442,BRA,1.2,inherited,female,86,Energy,new,relation
2014,Dan Friedkin,687,USA,2.5,inherited,male,49,"Retail, Restaurant",new,relation
2014,Dan Gertler,687,ISR,2.5,privatized and resources,male,40,Mining and metals,new,founder
2014,Dan Olsson,345,SWE,4.3,inherited,male,67,Diversified financial,new,relation
2014,Dan Snyder,1372,USA,1.2,founder non-finance,male,49,Other,new,founder
2014,Dan Wilks,1154,USA,1.5,privatized and resources,male,57,Energy,new,founder
2001,Daniel Abraham,272,USA,1.8,founder non-finance,male,,Consumer,new,founder
2014,Daniel D'Aniello,520,USA,3.1,self-made finance,male,67,Private equity/leveraged buyout,new,founder
2014,Daniel Gilbert,408,USA,3.7,self-made finance,male,52,Money Management,new,founder
2014,"Daniel Harrison, III.",1356,USA,1.3,inherited,male,66,Energy,new,relation
2014,Daniel Hirschfeld,1465,USA,1.1,executive,male,,0,new,relation
2014,Daniel Loeb,796,USA,2.2,self-made finance,male,52,Hedge funds,new,founder
2014,Daniel Mate,663,ESP,2.6,privatized and resources,male,50,Mining and metals,new,leadership
2014,Daniel Och,388,USA,3.9,self-made finance,male,53,Hedge funds,new,"founder, chairman, ceo",,,,,,,,,,,,
2014,Daniel Pritzker,869,USA,2,inherited,male,55,Real Estate,aquired,relation
2014,Daniel Roullier,931,FRA,1.9,founder non-finance,male,77,Consumer,new,founder
1996,Daniel Ziff,419,USA,1,inherited,male,24,Hedge funds,new,relation
2001,Daniel Ziff,421,USA,1.2,inherited,male,29,Hedge funds,new,relation
2014,Daniel Ziff,305,USA,4.8,inherited,male,42,Diversified financial,new,relation
2014,Daniela Herz,466,DEU,3.4,inherited,female,60,Consumer,new,relation
2014,Danil Khachaturov,663,RUS,2.6,privatized and resources,male,42,Hedge funds,privatization,chairman
2014,Dannine Avara,215,USA,6.3,inherited,female,50,Non-consumer industrial,new,relation
2014,Danny Tan Chee Sing,1442,MYS,1.2,self-made finance,male,58,Real Estate,new,founder
2014,Dariusz Milek,1565,POL,1,self-made finance,male,46,Real Estate,new,founder
2014,Darwin Deason,1465,USA,1.1,founder non-finance,male,73,"Retail, Restaurant",new,founder
2014,Daryl Katz,483,CAN,3.3,executive,male,52,"Retail, Restaurant",franchise rights,Chairman and Chief Executive Officer
2014,David & Frederick Barclay,375,GBR,4,founder non-finance,male,80,Media,new,founder
2014,David & Simon Reuben,95,GBR,11.5,self-made finance,male,71,Money Management,new,founder
2014,David Azrieli,520,CAN,3.1,self-made finance,male,91,Real Estate,new,founder
2014,David Bonderman,642,USA,2.7,self-made finance,male,71,Private equity/leveraged buyout,new,founder
2014,David Booth,1284,USA,1.3,self-made finance,male,68,Money Management,new,founder
2001,David Bromilow,421,THA,1.2,executive,male,,Media,new,investor 
2014,David Cheriton,687,CAN,2.5,executive,male,62,Technology-Computer,new,investor
2014,David Chow,988,MAC,1.8,self-made finance,male,64,Real Estate,new,Chairman and Chief Executive Officer
2014,David Consunji,483,PHL,3.3,founder non-finance,male,92,Constrution,new,founder
1996,David Duffield,342,USA,1.2,founder non-finance,male,55,Technology-Computer,new,founder
2001,David Duffield,209,USA,2.2,founder non-finance,male,60,Technology-Computer,new,founder
2014,David Duffield,168,USA,7.7,founder non-finance,male,73,Technology-Computer,new,founder
2014,David Einhorn,1092,USA,1.6,self-made finance,male,45,Hedge funds,new,founder
2001,David Filo,490,USA,1,founder non-finance,male,34,Technology-Computer,new,founder
2014,David Filo,580,USA,2.9,founder non-finance,male,47,Technology-Computer,new,founder
1996,David Geffen,215,USA,1.9,founder non-finance,male,53,Media,new,founder
2001,David Geffen,124,USA,3.4,founder non-finance,male,58,Media,new,founder
2014,David Geffen,227,USA,6.1,founder non-finance,male,71,Media,new,founder
2014,David Gottesman,931,USA,1.9,self-made finance,male,87,Diversified financial,new,founder
2014,David Green,281,USA,5,founder non-finance,male,72,"Retail, Restaurant",new,founder
2014,David Hains,828,AUS,2.1,self-made finance,male,83,Money Management,new,founder
2014,David Harding,1356,GBR,1.3,self-made finance,male,52,Money Management,new,founder
1996,David Koch,203,USA,2,inherited,male,55,Energy,new,relation
2001,David Koch,138,USA,3.2,inherited,male,60,Energy,new,relation
2014,David Koch,6,USA,40,inherited,male,73,Diversified financial,new,relation
2001,David Murdock,452,USA,1.1,executive,male,77,Consumer,aquired,Chairman and Chief Executive Officer
2014,David Murdock,764,USA,2.3,executive,male,90,Consumer,aquired,Chairman and Chief Executive Officer
2014,David Nahmad,1036,MCO,1.8,founder non-finance,male,66,Other,new,founder
2014,David Penaloza Sandoval,828,MEX,2.1,founder non-finance,male,67,Constrution,new,founder
1996,David Rockefeller,295,USA,1.4,inherited,male,80,Energy,new,relation
2001,David Rockefeller,182,USA,2.5,inherited,male,85,Energy,new,relation
2014,"David Rockefeller, Sr.",580,USA,2.9,inherited,male,98,Energy,new,relation
2014,David Rubenstein,520,USA,3.1,self-made finance,male,64,Private equity/leveraged buyout,new,founder
1996,David Sainsbury,52,GBR,4.1,inherited,male,55,"Retail, Restaurant",new,relation
2014,David Sainsbury,1284,GBR,1.3,inherited,male,73,"Retail, Restaurant",new,relation
2014,David Shaw,430,USA,3.6,self-made finance,male,62,Hedge funds,new,founder
2014,David Sun,328,USA,4.5,founder non-finance,male,62,Technology-Computer,new,founder
2014,David Tepper,122,USA,10,self-made finance,male,56,Hedge funds,new,founder
2014,David Thomson,27,CAN,22.6,inherited,male,56,Media,acquired,relation
2014,David Walentas,1210,USA,1.4,self-made finance,male,75,Real Estate,new,founder
2014,David Yakobashvili,1372,RUS,1.2,privatized and resources,male,57,Energy,new,owner
